Total Household Income,Total Food Expenditure
294002,88753
58696,27022
295780,90308
245385,91635
450679,113333
315852,147520
499728,103353
191255,39041
308390,159024
336640,133159
314443,70441
171502,50431
254845,55473
320393,57275
238129,45513
453675,116890
334710,75802
740433,99432
288688,90922
415292,160469
149054,62480
269900,86463
145426,85688
485996,173363
356115,225680
203055,84724
271498,78804
208846,93086
196300,33285
289640,98320
268029,102761
133262,112785
293159,100075
350550,168313
391581,157086
376936,127206
414408,149540
218956,120599
366853,111968
404044,166433
252205,104222
404425,190906
157585,73629
239243,158701
272626,91349
43245,23090
274080,84004
719518,188244
160440,104622
83448,53195
564849,156915
235776,127729
308650,154759
230714,147344
167608,87915
571300,126230
277462,182842
276470,138706
385246,158231
223450,97091
162609,106492
496010,207169
850600,200060
459384,138131
350546,104639
210745,110529
595362,156005
2141586,435562
145603,94248
442000,166674
334067,129859
387842,105046
341114,139309
240867,92054
647991,247030
1134788,299390
326826,158210
523363,242605
192229,54281
112902,63400
255716,183582
678822,234960
645982,248156
182862,101706
316739,160907
192445,131641
234810,118642
494550,94282
230993,109196
136074,42058
392793,86799
337384,171921
86912,68629
124777,64106
161505,69146
184940,74429
218270,70768
300555,113191
389783,112437
158702,65848
129529,46478
447467,75538
293018,60100
509802,216191
291120,84586
710835,152674
760694,171061
161343,94363
196698,98362
762685,177237
390590,101412
831695,170153
887346,179441
735780,169515
306929,145227
208630,42556
476587,177838
712860,230905
324824,146179
221383,73561
443542,171110
207748,69358
1948000,503189
420050,74017
584450,259582
700306,197107
645069,132959
465618,194136
588400,173723
294800,96784
1022100,304444
162351,79125
655080,212763
340752,117027
197635,104022
627036,201515
203782,111418
310182,160861
275500,96644
146320,45952
263586,131075
180551,112484
262400,111706
194300,85497
372400,127289
382971,145541
416500,164604
415410,134797
464549,162346
116263,83839
615502,153300
245272,92014
237000,94292
197455,77330
608242,97366
645789,226899
166569,99411
105675,46913
180081,92213
212428,67368
175080,84052
447575,185994
309039,138776
170495,77122
621730,140593
367700,91349
886511,215138
218752,108843
351044,155530
453803,160169
155746,75982
236693,93187
178550,35235
267146,130092
229320,150932
142305,111047
192230,112088
211390,84115
121195,70701
121510,64394
209000,68910
296937,72843
146293,76626
99260,67535
208200,73884
215500,82732
515350,67658
611300,315374
276460,82952
542322,176773
199160,78325
174015,136753
357385,141759
361551,153059
386656,115463
517777,192721
278470,123718
237200,108796
308900,120958
401740,97639
141336,54883
772298,160765
391324,50511
249878,110665
147120,21405
493371,110409
210881,71992
199045,109631
183890,79259
332101,114511
181968,72930
441680,138364
138170,93083
624282,221729
218020,114407
95610,47599
269430,76118
241116,144628
142297,71365
190540,109999
337132,125015
329864,138983
514833,167414
547582,98946
404474,94663
181231,78758
193603,74827
258885,92444
1167022,112509
429755,128015
482982,105125
348837,112411
187798,84332
147235,85641
95340,57053
338031,126487
414051,118432
214231,142099
137042,71183
145195,99435
124174,65997
314183,162791
439620,133729
118080,61337
250140,110162
154724,51515
179950,67510
125968,92414
206954,114297
137638,102270
528010,65194
308073,145104
142520,54965
219275,114853
99130,29980
103838,81025
308217,213364
285369,87792
349121,147526
467348,211081
207710,86406
120345,60689
407768,184686
100140,56604
187540,111703
131504,52187
328688,168165
197042,94064
192500,109916
292020,137831
457478,151943
116660,102296
135600,53912
534122,167312
483145,164692
94232,34020
271130,114790
486235,225066
867775,334393
158883,94632
322006,77371
441350,219837
300836,126859
474973,151829
228595,117137
178029,94842
211946,94451
204704,59524
209140,94523
166356,86935
156278,60185
131945,69086
266721,51913
169772,64327
444658,170874
221876,62932
251326,74478
288500,111413
504108,140693
546947,142856
2825958,311305
420236,75773
337068,113870
415208,81201
446271,128586
329263,120242
175786,69349
252063,116317
1093326,72981
431330,117304
379630,63007
217668,129887
295574,133480
156625,50892
389964,179304
514940,116512
138180,83962
74320,39424
344605,127119
758806,175349
162157,94407
250795,125856
190400,63186
523776,236080
288044,174125
528613,213105
487732,247158
474478,189091
238810,131077
438554,190471
395465,228700
252208,165269
289420,204472
528690,102266
323892,100756
133855,59143
184419,62664
184769,77662
330551,124587
194300,64416
339317,56809
103330,37384
156365,77926
88500,48591
162704,53084
68399,26089
234120,94770
341122,97542
102866,40644
256386,116040
338770,153594
512131,196258
466431,144500
274150,105014
210425,126634
492492,188658
60398,36867
155224,108037
351416,140050
393728,144881
128140,42492
229225,71133
450919,85160
340848,102098
273300,55171
407855,108326
184146,62888
436363,52272
376048,62859
816747,135105
949210,120912
343499,89899
140586,64170
229781,77163
296648,86097
299958,147746
179494,36265
259820,78327
175545,41269
184609,91267
103767,41583
202072,44133
239346,51837
669559,107049
342362,143189
428142,124013
768812,196080
152483,57449
309693,105989
370663,93216
156900,56745
383137,148769
228629,70738
431387,49270
98960,40204
784938,157703
199216,83552
289046,142346
937812,201065
158841,73037
118516,50146
232420,73077
167000,76645
174512,65317
87670,40436
137781,41249
169219,87021
467076,163717
83064,30615
228110,102539
308768,154309
194619,77757
270990,103689
573579,171742
383789,109649
119262,60095
215760,72542
174886,65492
186570,120291
188260,56648
209890,88355
174560,74375
257388,82103
194837,50725
425850,103344
434850,92677
787360,175323
176009,67726
568388,164809
138917,75045
3320300,242764
821400,128095
368350,108240
720414,191142
272066,91358
267670,88706
207236,112289
545100,174523
157362,66760
274702,121110
166290,98683
163734,73354
581080,213727
276977,99074
211410,67213
166206,97254
256503,126906
164783,42733
90919,34834
259226,90957
513286,183318
244820,140562
230104,105102
1109398,145733
281660,111940
123635,63095
763000,241466
313910,91342
252149,79231
623624,176473
416500,108144
735915,178477
332914,64577
550366,159175
149264,65401
376548,98371
210002,35965
733393,209277
905262,38165
268970,79234
759314,289656
717500,263943
110770,44370
1196896,251404
511894,197593
1030542,289488
466933,182493
313410,162897
220376,60911
170978,66593
234974,122452
789738,217774
180380,85734
162939,90492
386578,63306
295538,87552
783696,315278
287454,73321
801391,129942
366324,240635
581887,170084
228786,108383
513005,183884
229164,76325
487188,170663
971367,303253
455461,118235
132810,69346
454236,155007
239505,59450
505206,107352
263759,102776
117277,47145
106490,57198
207600,70710
120340,62745
323295,159063
179278,42992
120283,85428
180690,103248
250500,81464
551188,158669
209756,102710
281529,99468
499648,169003
327068,122466
160383,81182
504627,116708
447557,153319
206286,49580
261020,77551
390558,120796
354854,161894
183252,69702
188107,90280
330384,116908
79486,41501
366353,113827
252006,78328
132830,30028
186661,88490
765641,128952
513722,204558
2057796,330791
580585,229821
939780,133669
770000,214370
232738,96498
214160,76157
237336,108828
432479,104040
575600,66185
278748,163932
1005500,212015
929526,221055
725783,324897
186944,85488
238845,95888
316211,127444
213168,119549
176773,96568
74427,43345
306293,138420
473551,88900
159990,85146
378928,148062
386541,137828
247995,95434
415032,134383
177790,59604
484108,202186
366852,110963
330304,137362
1186442,415521
364284,134353
368851,122495
56733,20101
241158,90882
188978,67964
292742,127032
562897,287903
175831,116712
926000,331586
100575,32928
353498,169222
304136,152433
582434,310639
186840,65859
83433,52276
259758,163880
79610,46346
558070,205098
185067,104496
162637,89725
303825,126503
253550,154032
155500,71143
343097,94554
63704,27558
126152,53905
667242,264640
221942,79191
328149,134766
598147,264362
383064,133657
273452,155846
130880,57118
290236,121146
163848,74932
180156,68218
306582,142497
374384,133503
202474,95051
814151,286087
250145,74303
1364931,220665
83785,27484
802042,152633
451688,137551
264793,159758
378622,135576
608251,215105
234652,81327
117118,58492
241414,116045
80184,17358
271058,130077
156798,39269
151633,68669
643802,216757
639928,201923
248677,129273
236510,155115
288530,148837
231184,136539
152490,55210
112006,54517
121920,55588
282085,109683
518704,103266
142822,48575
113048,61945
397376,178809
238718,131624
187268,85498
75965,25734
165629,98212
201524,93252
217856,83732
199504,55261
479502,108898
591484,247300
505170,177110
80500,22663
345618,255519
175120,87915
257320,99842
154364,94016
528570,132355
442538,162093
161540,82269
176015,89758
552968,113673
477816,103026
268423,86832
151520,70029
272745,69128
169056,105152
238812,82432
202782,42269
145410,59610
462880,160436
305064,108466
380710,149088
376431,56437
398536,137431
243402,101567
695070,152282
386298,159933
162426,52486
175822,108571
236844,118489
294398,168135
261220,123882
275676,105055
676579,95051
298987,101280
149644,88749
299302,91963
884861,204335
544291,99803
285036,98012
49700,32320
516250,170175
762000,116773
755000,109048
1276810,175331
825736,175387
628428,143032
1145046,271102
349188,150292
153125,75652
157965,78960
234578,144380
201884,80896
187400,156383
141045,65031
239490,115304
345382,115913
192002,122529
354760,143728
127212,71306
162680,116050
174490,63318
258135,105837
191200,64730
217480,125499
275395,92425
197621,75420
570000,194831
169830,89656
288609,98636
226002,87604
253873,85503
243630,90400
287550,118268
59400,28825
973158,140870
129600,67957
800750,104016
199525,86091
1029625,147264
113476,94197
221014,53388
321234,97520
352879,103254
103800,49791
193378,83523
206005,72010
263190,51661
271728,86742
213126,115211
369610,112863
777500,151189
1255150,298966
294882,77939
146118,69750
160030,120742
165120,93269
272757,98654
322962,167257
843374,165492
262578,80467
246000,39149
406860,163401
224000,51996
534467,130809
590556,166845
491134,128333
329297,145930
529626,146638
4141500,369839
352030,118264
349944,62633
573840,86871
441778,135243
255000,121655
826500,230572
1049944,259698
284617,88757
535626,204723
340188,112271
240414,103252
175669,53328
218250,36232
567200,181322
270000,86100
406200,59723
624000,151030
288493,167048
138000,50059
588400,104242
443434,91209
943150,188193
836753,164296
775200,187475
702000,148824
466375,105184
174161,40342
658398,184637
2089931,390989
1011554,182420
851956,308608
190570,80792
954344,246542
